AGNO,RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,MAT_HOM_TOT,MAT_MUJ_TOT,MAT_SI_TOT,MAT_TOTAL,CUR_SIM_TOT,CUR_COMB
2022,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,,,,20,,
2016,6631,ESCUELA BASICA EL PERAL,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6631,ESCUELA BASICA EL PERAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6631,ESCUELA BASICA EL PERAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,7,9,0,16,0,1
2016,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,16,20,0,36,0,1
2017,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,6,9,0,15,,1
2017,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,16,14,0,30,,1
2018,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,3,5,0,8,,1
2018,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,10,11,0,21,,1
2019,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,1,6,0,7,,1
2019,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,10,17,0,27,,1
2020,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,5,8,0,13,,1
2020,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,10,12,0,22,,1
2021,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,6,10,0,16,,
2021,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,11,7,0,18,,
2022,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,10,,,,16,,
2022,6633,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,110,,,,21,,
2016,6634,ESC. BASICA SANTA LIDIA,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6634,ESC. BASICA SANTA LIDIA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6634,ESC. BASICA SANTA LIDIA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,5,7,0,12,0,1
2017,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,4,4,0,8,,1
2018,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,6,7,0,13,,1
2019,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,8,5,0,13,,1
2020,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,6,5,0,11,,1
2021,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,4,3,0,7,,
2022,6635,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,110,,,,2,,
2016,6636,ESCUELA BASICA PIDENCO,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6636,ESCUELA BASICA PIDENCO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6636,ESCUELA BASICA PIDENCO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6637,LOLOCURA(CERRADA),9111,NUEVA IMPERIAL,0,3,,0,0,0,0,0,0
2017,6637,LOLOCURA(CERRADA),9111,NUEVA IMPERIAL,0,3,0,,,,0,,
2020,6637,LOLOCURA(CERRADA),9111,NUEVA IMPERIAL,0,3,0,,,,0,,
2016,6638,ESCUELA EL MIRADOR,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6638,ESCUELA EL MIRADOR,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6638,ESCUELA EL MIRADOR,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,10,5,0,15,2,0
2016,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,10,11,0,21,0,1
2017,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,8,10,0,18,2,0
2017,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,12,11,0,23,,1
2018,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,9,9,0,18,,1
2018,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,7,11,0,18,,1
2019,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,7,8,0,15,,1
2019,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,4,8,0,12,1,1
2020,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,8,9,0,17,,1
2020,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,4,8,0,12,1,1
2021,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,10,7,0,17,,
2021,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,7,11,0,18,,
2022,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,10,,,,15,,
2022,6639,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,110,,,,18,,
2016,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,43,32,0,75,9,0
2017,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,42,31,0,73,6, 
2018,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,36,26,0,62,6, 
2019,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,38,27,0,65,5, 
2020,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,34,28,0,62,5, 
2021,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,35,30,0,65,,
2022,12366,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,212,,,,71,,
2016,20004,ESCUELA MOTROLHUE ANEXO ESC.F461,9117,TEODORO SCHMIDT,1,3, ,0,0,0,0,0,0
2017,20004,ESCUELA MOTROLHUE ANEXO ESC.F461,9117,TEODORO SCHMIDT,1,3,0, , , ,0, , 
2020,20004,ESCUELA MOTROLHUE ANEXO ESC.F461,9117,TEODORO SCHMIDT,1,3,0, , , ,0, , 
2016,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,12,1,0,13,2,0
2016,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,38,44,0,82,4,0
2017,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,9,0,0,9,2, 
2017,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,32,28,0,60,4, 
2018,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,13,1,0,14,2, 
2018,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,29,33,0,62,4, 
2019,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,15,1,0,16,2, 
2019,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,24,30,0,54,4, 
2020,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,11,0,0,11,2, 
2020,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,18,25,0,43,4, 
2021,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,9,2,0,11,,
2021,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,27,28,0,55,,
2022,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,510,,,,8,,
2022,20053,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,610,,,,87,,
2016,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,23,7,0,30,2,0
2016,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,67,73,0,140,6,0
2017,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,17,8,0,25,2,0
2017,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,69,74,0,143,6, 
2018,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,19,13,0,32,2,0
2018,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,65,77,0,142,6, 
2019,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,14,9,0,23,2,0
2019,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,65,72,0,137,6, 
2020,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,9,8,0,17,2,0
2020,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,61,68,0,129,6, 
2021,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,14,10,0,24,,
2021,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,73,71,0,144,,
2022,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,110,,,,25,,
2022,20248,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,310,,,,154,,
