RBD,ESTAB,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.62
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.42
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.34
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.93
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.68
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.77
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.45
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,1
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.73
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.73
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.2
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.2
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.67
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.36
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.23
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.53
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.28
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.42
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.37
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.2
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.25
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.27
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.17
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.81
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.53
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.36
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.63
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.52
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.45
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.72
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.49
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.42
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.53
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.35
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.24
6506,ESCUELA MUNICIPAL DINAMARCA,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6508,"ESCUELA BASICA DINAMARCA, LUCERO",CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6510,ESCUELA BASICA PAILACOYAN,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,1
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6521,ESCUELA BASICA CAMARONES,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6522,ESCUELA BASICA PUYANGUE,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6524,ESCUELA CULLINCO,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6524,ESCUELA CULLINCO,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.44
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.16
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.63
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.67
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.56
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.55
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.49
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.36
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.25
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.2
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.95
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.67
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.7
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.9
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.77
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.54
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.3
6515,ESCUELA CATRIPULLI,CARAHUE,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.73
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.41
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.45
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.63
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.41
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.27
6625,ESC. BASICA LOS CANELOS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,1
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.88
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.83
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.86
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.62
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.65
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.81
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.58
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.59
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.5
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.63
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.3
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.27
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.59
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.7
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.54
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.8
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.89
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.82
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.93
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,1
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,4° Básico,MATEMATICAS,NÚMEROS,1
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.78
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.56
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.68
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.39
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.44
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,1
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.77
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.56
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.44
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.34
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.76
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.67
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.61
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.57
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NÚMEROS,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.71
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.52
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.65
