RBD,ESTAB,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.2
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.29
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.83
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.64
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.94
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.43
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.43
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.43
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.73
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.42
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.49
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.4
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.31
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.51
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.27
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.36
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.56
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.44
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.45
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.7
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.95
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.73
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.75
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.85
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.74
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.73
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.78
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.66
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.59
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.82
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.62
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.64
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.62
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.46
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.31
6506,ESCUELA MUNICIPAL DINAMARCA,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,1
6508,"ESCUELA BASICA DINAMARCA, LUCERO",CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6510,ESCUELA BASICA PAILACOYAN,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.86
6521,ESCUELA BASICA CAMARONES,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.71
6522,ESCUELA BASICA PUYANGUE,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.83
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.14
6524,ESCUELA CULLINCO,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.83
6524,ESCUELA CULLINCO,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.33
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.33
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.51
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.86
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.2
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.27
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.47
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.42
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.48
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.48
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.4
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.64
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.42
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.62
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.65
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.64
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.39
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.4
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.83
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.43
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.87
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.71
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.63
6515,ESCUELA CATRIPULLI,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.72
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.51
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.62
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.51
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.42
6625,ESC. BASICA LOS CANELOS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.45
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.93
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.82
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.8
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.59
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.79
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.62
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.68
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.78
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.33
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.39
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.44
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.55
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.25
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.83
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.94
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.67
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.43
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.95
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.61
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.92
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.42
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.52
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.54
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.6
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.44
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.78
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.52
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.77
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.95
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.87
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.7
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.25
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.54
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.72
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.71
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.94
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.83
